Date,Time,Mode,Category,Subcategory,Type,Amount,Description
2024-04-09,07:49:58,Debit Card,Utilities,Water,Expense,57.65,Hotel major forget whether.
2022-10-08,18:07:43,Debit Card,Transport,Train,Expense,1195.36,Meet campaign new cover finally.
2022-10-18,15:21:13,Cash,Utilities,Internet,Expense,649.69,That thank affect within it find able.
2023-08-04,22:19:48,Cash,Shopping,Clothes,Expense,675.71,Herself foreign begin forward party reality.
2023-10-09,12:17:20,Credit Card,Food,Coffee,Expense,1764.35,Cultural debate develop sing.
2024-05-18,17:39:39,Cash,Food,Groceries,Expense,1561.32,Relationship several news relate cell approach new.
2022-11-23,03:01:32,Cash,Entertainment,Movie,Expense,549.73,Exist arrive two.
2023-03-19,04:47:28,Cash,Transport,Train,Expense,138.08,Nature administration if year each manager machine.
2024-01-13,00:51:14,Cash,Entertainment,Movie,Expense,1219.06,Young wind threat week.
2022-11-17,13:40:37,Cash,Entertainment,Event,Expense,1373.1,Mrs season sign lose.
2022-11-02,17:14:39,Online Payment,Transport,Bus,Expense,1285.6,Much civil pressure.
2024-01-25,17:14:52,Credit Card,Utilities,Electricity,Expense,1271.92,Parent report commercial billion vote general.
2023-07-31,23:09:45,Cash,Utilities,Electricity,Expense,81.83,Example upon course minute middle success.
2024-02-26,01:54:40,Cash,Income,Investment,Income,4728.4,Option key travel event perhaps.
2022-11-11,23:44:24,Cash,Transport,Gas,Expense,273.58,Major begin since room strong policy record claim.
2024-04-02,04:24:27,Credit Card,Income,Salary,Income,3689.97,Itself man by right grow since later dog.
2023-03-23,07:44:05,Debit Card,Income,Salary,Income,2626.12,Reduce dinner smile nice.
2024-05-08,05:26:49,Credit Card,Transport,Taxi,Expense,1688.93,Cell lot notice quality.
2023-07-29,19:19:49,Debit Card,Transport,Bus,Expense,149.71,Pay this individual main.
2022-09-29,03:40:56,Debit Card,Food,Groceries,Expense,1711.04,Of know few cell suffer decade interesting read.
2023-10-05,13:44:07,Credit Card,Income,Investment,Income,1814.05,Attack most bank citizen drop reason year.
2022-07-23,01:38:53,Cash,Health,Doctor,Expense,1626.48,Reflect current mind.
2024-06-16,11:19:49,Cash,Food,Restaurant,Expense,270.17,Data media against executive health mean.
2023-08-07,11:23:25,Cash,Food,Groceries,Expense,1503.16,Number plan find sell nice three.
2023-07-05,07:39:12,Credit Card,Health,Gym,Expense,471.21,Consumer ready artist art control.
2023-05-23,09:42:36,Cash,Transport,Bus,Expense,614.08,Wish federal clearly close until.
2024-07-03,20:28:55,Credit Card,Income,Investment,Income,4656.96,Time reason model government five station stock.
2023-07-22,09:48:26,Credit Card,Entertainment,Movie,Expense,1231.88,Day leg some market author nothing.
2023-08-30,11:19:43,Debit Card,Transport,Train,Expense,367.58,Owner child military real.
2022-09-25,06:58:52,Cash,Utilities,Internet,Expense,232.03,Professor it station huge more many box.
2024-03-13,03:40:19,Debit Card,Utilities,Water,Expense,737.36,Whose foreign similar board thing.
2024-01-03,05:26:16,Debit Card,Shopping,Home Goods,Expense,1467.65,Improve first democratic officer direction like.
2024-05-07,15:24:27,Cash,Shopping,Clothes,Expense,973.31,Both option effort grow last board reflect.
2024-03-04,15:26:54,Credit Card,Entertainment,Movie,Expense,1770.16,Movie discuss serve popular recognize notice.
2022-09-25,13:22:01,Cash,Entertainment,Movie,Expense,306.43,On media minute chair west grow black.
2022-12-26,04:01:21,Debit Card,Shopping,Home Goods,Expense,1968.62,Head worker hope until partner about necessary.
2023-06-01,05:55:34,Cash,Health,Gym,Expense,1773.68,Whose method week nothing.
2023-10-07,13:04:09,Credit Card,Entertainment,Movie,Expense,1690.66,Or onto available pass movie those performance.
2023-08-04,16:22:44,Credit Card,Income,Investment,Income,4994.29,Health measure loss share process want.
2023-08-02,04:43:47,Online Payment,Transport,Bus,Expense,611.83,Now executive ago everything view.
2023-05-21,00:52:29,Debit Card,Transport,Bus,Expense,461.98,These use interesting world effort admit.
2023-06-15,03:47:33,Cash,Income,Salary,Income,2296.45,Film first head early study.
2023-11-25,23:15:51,Debit Card,Shopping,Clothes,Expense,1253.37,Yourself morning significant safe.
2024-03-03,01:36:23,Debit Card,Health,Doctor,Expense,82.43,Half fight test.
2023-03-23,03:29:25,Cash,Health,Doctor,Expense,530.48,Manage line modern school indicate relationship dream.
2024-01-26,16:29:05,Cash,Transport,Gas,Expense,1588.41,Total member follow fill into.
2023-02-27,11:01:24,Online Payment,Income,Freelance,Income,3209.57,Medical rather present talk field style type.
2024-01-18,23:31:58,Credit Card,Utilities,Internet,Expense,948.43,Teach anyone operation history adult.
2023-05-26,15:11:10,Cash,Shopping,Clothes,Expense,825.1,Support here program apply hold not wear future.
2024-04-21,17:47:25,Online Payment,Entertainment,Subscription,Expense,1143.94,Including mouth house network form visit.
2023-07-19,17:13:11,Online Payment,Transport,Gas,Expense,1651.07,Just himself responsibility television bill.
2023-10-10,15:24:27,Credit Card,Income,Investment,Income,3650.54,Within method will outside.
2024-01-19,11:26:36,Debit Card,Transport,Taxi,Expense,1806.58,Happen accept sea feeling fund quite four.
2022-12-09,23:29:28,Online Payment,Shopping,Electronics,Expense,1020.74,Common thing mouth simply these pick Mr half.
2022-10-07,21:29:37,Credit Card,Income,Investment,Income,663.35,Poor beyond near ability yes responsibility.
2024-05-05,07:53:18,Debit Card,Food,Groceries,Expense,509.55,Big head chance design seem blue.
2024-02-09,15:52:17,Cash,Shopping,Home Goods,Expense,577.11,Interesting let necessary establish social worry customer.
2023-01-03,06:41:40,Online Payment,Entertainment,Event,Expense,1416.88,Look attack dog rise sea happen.
2022-08-16,09:33:19,Debit Card,Transport,Train,Expense,113.09,Word west against public community capital.
2024-01-01,14:50:45,Credit Card,Transport,Bus,Expense,919.51,Want natural our series idea among account.
2024-05-17,19:48:06,Credit Card,Utilities,Internet,Expense,985.16,Life realize article truth make several.
2023-07-24,06:50:42,Online Payment,Utilities,Electricity,Expense,500.49,Project crime next right system plan picture.
2022-11-06,20:20:46,Online Payment,Shopping,Home Goods,Expense,407.04,Argue lose lose building next how.
2023-02-05,19:45:08,Online Payment,Health,Pharmacy,Expense,134.96,Bad inside nor so success.
2022-09-15,18:25:49,Credit Card,Entertainment,Event,Expense,1926.84,See take someone fish describe.
2024-03-20,19:14:09,Online Payment,Entertainment,Event,Expense,347.9,Man dream pull.
2023-11-02,07:23:12,Debit Card,Health,Doctor,Expense,879.49,I especially student church.
2023-09-08,17:06:10,Credit Card,Food,Groceries,Expense,1038.75,There quickly president low color often.
2023-10-15,09:54:56,Cash,Utilities,Internet,Expense,163.21,Member imagine outside condition region.
2024-06-25,15:50:30,Online Payment,Utilities,Electricity,Expense,1300.55,By east four model quickly current final.
2022-08-27,22:51:03,Credit Card,Health,Pharmacy,Expense,1408.5,Bed them within until song example dark.
2023-12-28,13:16:24,Cash,Health,Pharmacy,Expense,1834.52,Treatment very health behind already.
2023-04-30,17:30:01,Online Payment,Income,Investment,Income,1344.66,Yeah ahead smile.
2022-11-11,09:14:48,Online Payment,Shopping,Home Goods,Expense,1336.01,Social town order.
2024-01-05,23:05:05,Cash,Utilities,Water,Expense,585.29,Wait human shake attack.
2024-02-07,11:37:16,Debit Card,Utilities,Electricity,Expense,922.75,Right trial help play.
2024-06-30,10:52:39,Debit Card,Utilities,Internet,Expense,184.57,According century table place study sea.
2022-07-19,16:12:22,Cash,Health,Gym,Expense,776.18,Into face two total see century.
2024-03-06,17:58:58,Cash,Shopping,Electronics,Expense,1167.79,Attorney huge those traditional hear establish appear.
2023-07-08,20:23:56,Cash,Shopping,Home Goods,Expense,755.65,Several color traditional we professor.
2023-12-19,15:37:01,Online Payment,Health,Pharmacy,Expense,1034.22,Agency create her then.
2024-05-04,11:19:07,Credit Card,Health,Doctor,Expense,501.38,Reach evidence theory never need.
2024-05-05,03:43:31,Debit Card,Food,Coffee,Expense,1468.29,Card each down approach.
2024-03-06,16:45:45,Cash,Food,Groceries,Expense,848.76,My whom daughter second.
2022-12-18,06:05:43,Online Payment,Utilities,Internet,Expense,1186.25,Campaign her base man good message voice.
2023-06-01,17:20:27,Credit Card,Shopping,Home Goods,Expense,1941.86,Remember response religious lose house among hospital.
2022-08-17,20:46:11,Cash,Shopping,Clothes,Expense,1817.04,Cultural direction point respond everything half.
2023-11-17,15:35:57,Debit Card,Health,Doctor,Expense,366.75,Tree team magazine myself.
2023-05-09,03:31:36,Credit Card,Transport,Gas,Expense,400.41,Ask risk sound along ability clear truth.
2023-11-28,13:12:34,Debit Card,Utilities,Internet,Expense,1287.01,Quickly drive however television pay government future.
2023-03-27,11:08:33,Credit Card,Food,Groceries,Expense,1571.8,Simply us sister speak range.
2023-01-01,09:19:17,Online Payment,Food,Groceries,Expense,1073.94,Next people always send throw culture rest.
2023-10-17,11:11:23,Credit Card,Income,Investment,Income,4276.06,My perform house sit.
2023-07-03,04:12:17,Credit Card,Food,Restaurant,Expense,150.86,Doctor current common total.
2023-03-20,00:12:36,Debit Card,Food,Groceries,Expense,1506.02,For scientist source base machine.
2024-01-11,22:09:09,Credit Card,Entertainment,Subscription,Expense,1301.58,Kind case trouble I.
2022-11-24,23:18:40,Credit Card,Entertainment,Subscription,Expense,1890.14,Forward relationship than morning difference.
2024-06-12,19:55:22,Credit Card,Transport,Taxi,Expense,666.01,Personal decade manager their before mention Mrs.
2024-06-19,21:34:34,Cash,Entertainment,Subscription,Expense,815.21,Former area four.
2022-12-31,03:32:15,Debit Card,Health,Doctor,Expense,653.49,Hair attack later look bank American decade six.
2022-11-25,03:27:51,Cash,Entertainment,Movie,Expense,1801.13,Several past direction goal.
2023-11-02,14:10:13,Debit Card,Entertainment,Subscription,Expense,786.87,Whether little she despite hit.
2023-01-23,14:26:40,Credit Card,Transport,Taxi,Expense,637.22,Section with bring maintain south.
2024-07-08,03:57:36,Cash,Shopping,Home Goods,Expense,821.81,Agent language easy practice decide risk boy.
2024-05-28,14:59:47,Credit Card,Health,Gym,Expense,1918.21,Many town on others peace from.
2022-08-25,02:01:50,Debit Card,Income,Investment,Income,4733.31,General ready southern save young.
2023-06-20,16:38:20,Cash,Food,Restaurant,Expense,1903.47,Conference check establish base country growth.
2024-01-06,14:11:52,Cash,Transport,Taxi,Expense,474.15,Participant take involve situation.
2023-05-14,00:02:58,Credit Card,Entertainment,Movie,Expense,1954.86,Very majority public degree.
2022-09-01,20:18:41,Debit Card,Food,Groceries,Expense,497.06,Product coach floor effect.
2024-01-28,07:12:59,Debit Card,Transport,Train,Expense,243.86,School it bar best.
2023-06-07,05:14:36,Debit Card,Income,Freelance,Income,2055.73,Draw plan personal.
2024-05-29,05:22:10,Credit Card,Health,Gym,Expense,71.94,Area security speech property reveal.
2024-04-06,22:11:18,Cash,Food,Groceries,Expense,376.51,World according practice.
2023-07-08,22:09:43,Online Payment,Transport,Gas,Expense,894.46,Leave serve one yet none.
2022-10-15,07:29:59,Debit Card,Shopping,Clothes,Expense,760.71,Toward provide majority during response summer party.
2023-02-18,01:11:04,Online Payment,Income,Salary,Income,666.6,Sing sort forget chair candidate.
2023-04-21,01:47:11,Debit Card,Income,Salary,Income,2720.11,Coach crime cup debate race.
2023-03-09,02:03:57,Cash,Transport,Bus,Expense,1408.49,Stop dog call recently consumer exactly.
2022-07-23,08:54:36,Credit Card,Income,Salary,Income,1193.15,Source rich himself fire thank coach federal.
2022-10-24,18:57:41,Credit Card,Income,Salary,Income,1389.69,Draw job ready.
2023-04-01,13:28:38,Cash,Transport,Gas,Expense,1285.17,History career good interesting break.
2023-02-21,06:54:13,Cash,Health,Gym,Expense,1859.5,Tell great head everybody.
2023-03-04,05:53:30,Debit Card,Food,Groceries,Expense,1201.39,Lay thought Mr southern natural.
2024-03-08,12:24:17,Credit Card,Food,Restaurant,Expense,396.06,Then collection old establish.
2023-01-28,13:12:15,Credit Card,Shopping,Clothes,Expense,1639.44,Clearly agency after keep quickly recently.
2023-06-09,05:07:21,Credit Card,Income,Freelance,Income,4225.14,Huge ask water heavy among upon write.
2022-08-29,02:24:33,Cash,Health,Gym,Expense,1461.67,Anyone meet news choose thank hold none.
2024-05-31,13:56:32,Credit Card,Transport,Train,Expense,248.91,Wide effect huge really full center Mr.
2023-05-23,06:25:10,Debit Card,Utilities,Internet,Expense,611.7,Contain until area policy.
2024-06-30,01:52:35,Debit Card,Utilities,Water,Expense,617.46,Cover discover keep enjoy forget player.
2022-10-01,23:55:41,Cash,Entertainment,Event,Expense,740.93,Focus house hot focus.
2023-02-19,10:11:02,Online Payment,Health,Gym,Expense,1586.74,Management realize commercial cost.
2024-05-11,06:28:16,Credit Card,Utilities,Electricity,Expense,1870.43,For defense big quite plan article use attorney.
2022-07-23,09:22:39,Cash,Food,Restaurant,Expense,235.82,Wonder campaign say production information.
2023-04-29,23:06:29,Cash,Entertainment,Movie,Expense,120.89,Fast pressure specific answer crime.
2024-02-20,11:09:31,Credit Card,Utilities,Electricity,Expense,142.04,Chair unit right write product huge than.
2022-07-21,06:45:47,Debit Card,Shopping,Electronics,Expense,1010.09,Item security million put successful.
2024-04-08,11:42:00,Cash,Income,Salary,Income,3496.31,Miss find kid lot Mr film.
2023-02-15,05:11:47,Cash,Shopping,Electronics,Expense,565.85,Successful western together employee author.
2023-06-25,04:06:36,Cash,Health,Gym,Expense,640.95,Point expert along recently over direction ability trade.
2023-06-11,17:58:32,Cash,Shopping,Clothes,Expense,459.65,Save identify black who.
2024-01-29,16:15:19,Credit Card,Utilities,Internet,Expense,250.39,Certain we pass.
2024-06-04,00:10:04,Credit Card,Food,Restaurant,Expense,1440.62,Bed who between less significant step skill.
2023-07-27,21:23:40,Online Payment,Food,Groceries,Expense,1559.01,Pull answer kitchen seek cause job.
2023-11-25,10:26:29,Online Payment,Shopping,Clothes,Expense,518.17,Such inside citizen record short according response.
2023-12-30,04:36:24,Cash,Health,Pharmacy,Expense,1255.6,Network property to he spring plan.
2023-08-02,04:37:53,Credit Card,Income,Investment,Income,2688.47,Water arrive establish manager two seem.
2023-07-21,09:38:51,Debit Card,Health,Gym,Expense,123.75,Money its lawyer which matter including tend.
2023-09-21,11:37:17,Debit Card,Transport,Taxi,Expense,1095.65,Part Congress institution include political like can none.
2022-12-21,05:38:18,Online Payment,Transport,Bus,Expense,234.84,Only wrong feeling person floor poor think.
2023-10-11,04:46:40,Credit Card,Entertainment,Movie,Expense,902.77,Within although front school eight ready.
2022-10-12,16:46:28,Credit Card,Health,Doctor,Expense,1452.33,Individual popular third policy animal number.
2023-06-28,01:00:26,Credit Card,Income,Investment,Income,1522.59,Girl keep course teach such improve huge.
2024-06-26,11:27:14,Cash,Entertainment,Movie,Expense,1291.58,Cultural husband talk their instead.
2023-09-21,09:38:09,Cash,Transport,Gas,Expense,1945.4,Skin forget toward its education.
2024-03-01,04:22:41,Cash,Utilities,Water,Expense,372.17,Mention those policy strategy number phone wonder.
2022-09-21,08:12:59,Online Payment,Income,Freelance,Income,1900.26,Carry interesting myself.
2023-09-17,01:01:59,Online Payment,Food,Coffee,Expense,1551.34,Action list serious recognize.
2024-01-26,10:20:35,Credit Card,Health,Gym,Expense,1889.05,West with add TV letter.
2022-07-20,21:31:20,Online Payment,Income,Freelance,Income,3889.86,Often rate decide statement.
2022-10-30,09:19:54,Credit Card,Utilities,Internet,Expense,1549.58,Table piece open try indeed listen.
2024-02-24,02:32:11,Cash,Food,Restaurant,Expense,317.03,Scene early interesting degree lose.
2023-10-31,20:02:18,Cash,Shopping,Electronics,Expense,1134.87,Cut degree stage.
2022-07-14,08:02:16,Credit Card,Utilities,Internet,Expense,474.39,Off employee term difficult dog result unit.
2024-04-15,10:16:54,Debit Card,Entertainment,Movie,Expense,1660.16,Modern research live.
2022-11-06,06:11:24,Credit Card,Health,Doctor,Expense,5.41,Water moment whatever.
2022-10-02,00:14:07,Credit Card,Transport,Taxi,Expense,1663.59,True lose ten firm nor away training.
2024-01-13,04:57:49,Online Payment,Utilities,Water,Expense,1873.71,Special power simply child.
2023-11-14,18:22:00,Cash,Entertainment,Subscription,Expense,416.46,Arrive here certain.
2023-01-10,15:04:26,Credit Card,Transport,Taxi,Expense,317.33,Democratic different reality start chair.
2023-05-22,04:38:17,Debit Card,Transport,Taxi,Expense,1033.83,Them great trip nearly speech nature education.
2022-11-10,21:46:06,Debit Card,Income,Salary,Income,2800.02,Not simple interview ask consumer.
2023-03-03,11:34:51,Cash,Food,Restaurant,Expense,1495.1,History process manage plan before myself.
2024-06-02,07:47:34,Online Payment,Food,Groceries,Expense,1117.63,Than partner bank short.
2022-08-29,04:06:17,Credit Card,Utilities,Water,Expense,298.87,Professor economic happy agency southern analysis relate.
2023-05-30,19:35:29,Credit Card,Food,Coffee,Expense,542.84,Continue maybe different just front arrive owner city.
2023-06-09,15:49:38,Debit Card,Health,Gym,Expense,582.72,Yet again religious than ball that glass.
2023-08-06,16:55:04,Credit Card,Entertainment,Subscription,Expense,1763.21,Red beautiful employee become all speech boy.
2023-05-28,18:19:08,Online Payment,Health,Pharmacy,Expense,1224.06,Century well young people.
2023-07-09,19:19:42,Online Payment,Utilities,Internet,Expense,990.45,Carry anyone more discuss memory list law.
2023-01-12,18:38:50,Credit Card,Health,Gym,Expense,258.79,Teach attention word ago leg great.
2023-05-30,10:53:02,Online Payment,Food,Groceries,Expense,761.08,Send house system draw great send gun allow.
2023-04-15,02:08:50,Online Payment,Income,Salary,Income,952.45,Group nearly national any article main.
2022-12-23,17:21:12,Debit Card,Health,Pharmacy,Expense,799.01,Tax represent know new offer economic.
2023-03-04,19:30:52,Debit Card,Income,Freelance,Income,606.51,Enter management magazine control.
2023-07-20,08:47:05,Debit Card,Entertainment,Subscription,Expense,1004.81,Example behind wall even recent indeed you record.
2024-05-14,11:02:07,Credit Card,Utilities,Water,Expense,1325.53,Particular our yard authority.
2022-07-27,18:08:13,Debit Card,Health,Gym,Expense,365.7,Name building participant rock PM start term.
2023-09-19,02:48:30,Cash,Income,Salary,Income,2243.04,Production politics yourself strong it if imagine walk.
2023-08-31,08:54:49,Debit Card,Health,Gym,Expense,177.95,Your I marriage although bad girl science sometimes.
2023-07-09,08:00:17,Debit Card,Transport,Taxi,Expense,601.78,Back leg much somebody number hour skin actually.
2022-08-01,02:31:56,Cash,Entertainment,Subscription,Expense,1286.92,Majority trade friend office carry.
2022-10-17,08:54:15,Cash,Transport,Train,Expense,581.68,Opportunity ago eye property manage.
2024-04-14,10:35:32,Credit Card,Entertainment,Subscription,Expense,1341.38,Serve carry fish tax option.
2023-01-12,13:53:26,Cash,Utilities,Internet,Expense,1813.06,Coach upon theory wonder identify performance let.
2022-10-08,07:03:34,Credit Card,Transport,Gas,Expense,541.98,Because ground again begin.
2024-03-15,03:25:50,Cash,Food,Groceries,Expense,388.38,Personal enter pattern ability window.
2024-04-04,15:47:36,Credit Card,Utilities,Water,Expense,603.31,Teach room likely everything as probably surface.
2024-05-25,09:40:17,Credit Card,Shopping,Home Goods,Expense,597.33,Or sort prove per service old us discuss.
2023-06-02,17:09:44,Online Payment,Transport,Taxi,Expense,1236.98,Space drop certain American thank.
2024-05-30,08:01:12,Debit Card,Entertainment,Movie,Expense,698.8,How create item off couple entire.
2024-05-10,01:21:34,Cash,Entertainment,Event,Expense,1489.18,Writer throughout owner culture beat later be.
2022-07-25,05:19:00,Online Payment,Transport,Bus,Expense,754.26,Clear where final may election.
2022-10-18,19:42:59,Online Payment,Transport,Train,Expense,407.52,Level scientist begin however although long long fill.
2022-11-04,19:58:05,Credit Card,Health,Gym,Expense,1145.95,Go Democrat about measure government.
2023-03-20,18:44:22,Credit Card,Health,Pharmacy,Expense,1664.13,Picture figure become beautiful pay action ever.
2022-10-18,18:13:49,Credit Card,Health,Gym,Expense,752.28,Source scene specific.
2022-10-22,19:49:09,Online Payment,Entertainment,Movie,Expense,344.07,Weight throughout able successful culture example.
2024-04-21,15:58:46,Online Payment,Utilities,Electricity,Expense,1762.41,Product heavy entire.
2023-06-01,11:28:40,Credit Card,Shopping,Clothes,Expense,529.15,Value side somebody according tree mother.
2024-07-04,21:11:13,Credit Card,Utilities,Water,Expense,34.81,Soldier record officer today free see.
2023-11-09,21:02:28,Debit Card,Health,Doctor,Expense,735.92,Education writer region herself forget wait one.
2024-05-02,03:16:41,Debit Card,Shopping,Clothes,Expense,1960.93,Worry can analysis.
2023-10-16,04:22:07,Credit Card,Food,Groceries,Expense,1062.75,Thing attorney population film themselves.
2023-03-25,22:50:14,Debit Card,Utilities,Internet,Expense,191.11,Drop particular compare party.
2023-01-22,10:43:01,Debit Card,Utilities,Electricity,Expense,1291.13,Full case region too beautiful.
2024-05-27,09:54:39,Credit Card,Transport,Taxi,Expense,445.44,Firm goal of pattern foreign.
2023-03-02,11:32:57,Online Payment,Shopping,Electronics,Expense,1661.22,High mean arm fast source catch degree argue.
2023-05-19,22:55:00,Cash,Income,Investment,Income,3023.79,Finish until forward five establish from minute.
2023-12-11,15:46:02,Online Payment,Utilities,Internet,Expense,726.11,Onto huge gas here employee teach actually suggest.
2024-04-26,07:03:02,Online Payment,Entertainment,Movie,Expense,1550.87,Event question try official relationship small rock.
2022-12-05,00:25:56,Credit Card,Entertainment,Event,Expense,1861.84,It on nor almost you summer must.
2024-03-01,16:24:23,Credit Card,Transport,Taxi,Expense,1731.24,Might officer enter somebody short.
2023-08-07,07:45:29,Credit Card,Health,Doctor,Expense,631.66,Draw future themselves white.
2023-04-23,06:31:05,Cash,Health,Gym,Expense,1860.93,Something authority skin.
2023-04-22,11:43:00,Debit Card,Income,Investment,Income,1871.02,Teach ready senior require.
2023-02-13,10:02:34,Credit Card,Income,Salary,Income,4537.02,Wonder price strategy research international now.
2023-10-20,04:44:51,Cash,Health,Gym,Expense,37.9,Religious production why western.
2023-06-24,15:03:30,Online Payment,Food,Groceries,Expense,1502.11,Concern goal ability image way.
2024-04-15,11:08:53,Cash,Income,Freelance,Income,513.68,Sometimes system real religious special whom no.
2023-12-21,13:27:44,Credit Card,Entertainment,Movie,Expense,1462.59,Congress fund affect report test.
2022-11-14,03:29:02,Credit Card,Utilities,Electricity,Expense,42.29,Amount machine American forget.
2024-05-31,20:49:29,Credit Card,Utilities,Internet,Expense,26.15,Man home child per report scene.
2023-05-28,00:03:05,Credit Card,Health,Doctor,Expense,1765.0,Computer relate stay.
2022-08-04,03:23:10,Cash,Entertainment,Event,Expense,1925.75,Several need fund visit trouble.
2024-06-11,19:16:40,Cash,Entertainment,Event,Expense,1164.36,Close lead may friend strong up need.
2024-03-31,08:33:37,Credit Card,Transport,Bus,Expense,1544.67,From including dog rule enter.
2023-10-14,15:40:10,Online Payment,Food,Restaurant,Expense,1057.32,Official TV stuff work nice police indeed industry.
2023-02-24,06:40:14,Credit Card,Income,Investment,Income,2401.24,Research movement charge inside other.
2023-07-01,18:28:15,Cash,Health,Gym,Expense,1015.17,Small agency floor building might seem brother computer.
2022-11-11,04:03:48,Credit Card,Health,Pharmacy,Expense,473.3,Foreign send apply guess.
2023-03-23,15:28:21,Credit Card,Food,Coffee,Expense,735.87,Hospital remember wear factor team program.
2023-09-07,14:38:13,Online Payment,Health,Doctor,Expense,726.05,Name mind member course thing technology.
2023-08-03,11:50:32,Cash,Transport,Gas,Expense,1724.86,Fund go run might.
2023-04-11,16:55:46,Online Payment,Health,Doctor,Expense,1675.92,Type land outside whatever despite subject lay.
2024-06-09,07:50:11,Cash,Transport,Gas,Expense,642.44,About option night list billion.
2024-02-04,10:55:34,Credit Card,Food,Restaurant,Expense,766.75,Fast man during none cause answer it popular.
2022-08-20,12:11:14,Online Payment,Health,Doctor,Expense,1897.38,Notice woman beautiful top ball price lose soon.
2023-05-16,18:06:43,Credit Card,Income,Freelance,Income,2930.21,Economy professor ground debate animal area.
2023-10-29,00:57:44,Cash,Shopping,Electronics,Expense,1916.92,Still teacher her represent rate.
2023-08-12,09:38:48,Debit Card,Health,Pharmacy,Expense,1595.35,Either official soon ever.
2024-04-08,07:10:56,Credit Card,Utilities,Water,Expense,152.61,Relate really plan.
2022-07-27,03:28:07,Credit Card,Entertainment,Movie,Expense,488.63,Condition again hold.
2022-10-02,10:24:18,Online Payment,Health,Doctor,Expense,1138.67,Mind either room kind imagine identify manage.
2023-06-26,05:04:31,Online Payment,Entertainment,Subscription,Expense,41.46,Whose the tax water standard.
2023-12-19,03:41:55,Debit Card,Transport,Taxi,Expense,1759.58,Site career meet raise act me final.
2024-01-10,08:49:45,Debit Card,Shopping,Home Goods,Expense,880.89,After stop fly sea charge evening really.
2023-10-16,02:06:29,Debit Card,Utilities,Electricity,Expense,748.67,Carry charge also them.
2023-02-15,14:13:53,Cash,Transport,Taxi,Expense,191.98,Activity believe because wear prevent cold staff radio.
2023-01-24,18:54:54,Cash,Health,Doctor,Expense,1202.63,Commercial how perhaps.
2022-10-06,12:08:56,Cash,Entertainment,Subscription,Expense,979.68,Create offer wonder.
2024-05-10,12:36:34,Online Payment,Food,Groceries,Expense,961.65,Speak type within entire since cover.
2023-01-16,11:44:26,Debit Card,Health,Gym,Expense,1421.86,Into modern century then.
2024-04-29,07:20:46,Cash,Shopping,Clothes,Expense,228.75,Throw write language member.
2023-11-26,05:33:22,Credit Card,Transport,Taxi,Expense,836.19,Particular our matter year letter various participant.
2022-10-12,07:12:05,Debit Card,Transport,Train,Expense,808.01,Pressure spring traditional discuss.
2024-03-19,08:34:40,Online Payment,Utilities,Water,Expense,817.02,Another week close want box future.
2024-01-24,14:17:34,Online Payment,Shopping,Electronics,Expense,73.69,Group enough real admit body.
2024-01-05,17:01:34,Cash,Health,Gym,Expense,1854.02,Summer already attack.
2022-09-26,08:01:04,Debit Card,Entertainment,Movie,Expense,119.19,Medical old fly protect well office wonder.
2023-03-16,20:11:42,Cash,Entertainment,Movie,Expense,1197.28,Ok child all stop.
2023-10-03,15:32:27,Online Payment,Transport,Gas,Expense,1283.07,Range us season great material gun.
2022-11-16,07:43:29,Debit Card,Food,Restaurant,Expense,879.97,Particularly attorney pattern case energy.
2024-03-18,04:05:02,Cash,Shopping,Electronics,Expense,1752.91,Again article rate yes.
2023-11-05,09:20:20,Debit Card,Health,Gym,Expense,532.96,Society enjoy line myself can few member and.
2023-11-15,13:55:35,Debit Card,Utilities,Internet,Expense,1786.38,Agree card goal term item.
2022-12-30,01:57:59,Debit Card,Income,Salary,Income,3875.11,Court activity north organization on morning spend individual.
2022-10-18,14:30:31,Debit Card,Entertainment,Movie,Expense,555.79,Easy short treat and civil voice.
2024-06-15,05:15:07,Debit Card,Food,Coffee,Expense,1051.59,Water dog free with.
2023-10-11,11:06:42,Credit Card,Utilities,Water,Expense,1414.09,Two resource some again.
2022-10-05,02:49:09,Online Payment,Health,Pharmacy,Expense,497.21,Reason cause factor glass push system technology point.
2023-12-11,02:49:43,Cash,Food,Coffee,Expense,1567.23,Trial simple game like person ok necessary.
2022-08-02,18:33:38,Credit Card,Food,Coffee,Expense,1336.81,Since newspaper include Mrs.
2024-01-21,06:03:53,Credit Card,Income,Freelance,Income,1115.25,Do time site modern west late.
2024-02-15,20:35:52,Debit Card,Food,Coffee,Expense,1104.78,Pay crime majority different customer sit under.
2022-12-21,07:23:25,Credit Card,Health,Doctor,Expense,394.06,This agent account stage improve deal.
2022-12-03,17:41:51,Online Payment,Income,Investment,Income,1839.88,Beyond someone leg feeling.
2023-03-28,13:55:18,Cash,Food,Groceries,Expense,937.48,Term buy always friend.
2022-12-23,07:18:53,Cash,Income,Investment,Income,1669.26,Old any always.
2023-12-14,08:58:41,Debit Card,Utilities,Water,Expense,1666.39,Make game look compare describe everybody.
2023-12-22,17:00:01,Cash,Shopping,Electronics,Expense,324.65,Especially draw range condition option.
2023-02-24,08:02:20,Credit Card,Entertainment,Subscription,Expense,461.49,American word to agent minute chance price.
